"industry","year","month","sales"
"Fashion & Accessories",2017,2,1446
"Fashion & Accessories",2017,2,18036
"Fashion & Accessories",2017,2,6551
"Fashion & Accessories",2017,2,2670
"Fashion & Accessories",2017,2,645
"Fashion & Accessories",2017,3,8382
"Fashion & Accessories",2017,3,2104
"Fashion & Accessories",2017,3,3239
"Fashion & Accessories",2017,3,1581
"Fashion & Accessories",2017,3,3363
"Fashion & Accessories",2017,3,21348
"Fashion & Accessories",2017,3,15791
"Fashion & Accessories",2017,3,798
"Fashion & Accessories",2017,4,1377
"Fashion & Accessories",2017,4,8448
"Fashion & Accessories",2017,4,3493
"Fashion & Accessories",2017,4,834
"Fashion & Accessories",2017,4,15686
"Fashion & Accessories",2017,4,21154
"Fashion & Accessories",2017,4,2174
"Fashion & Accessories",2017,4,3080
"Fashion & Accessories",2017,5,2748
"Fashion & Accessories",2017,5,16007
"Fashion & Accessories",2017,5,1481
"Fashion & Accessories",2017,5,872
"Fashion & Accessories",2017,5,3483
"Fashion & Accessories",2017,5,8630
"Fashion & Accessories",2017,5,21954
"Fashion & Accessories",2017,5,2922
"Fashion & Accessories",2017,6,804
"Fashion & Accessories",2017,6,20623
"Fashion & Accessories",2017,6,15397
"Fashion & Accessories",2017,6,3216
"Fashion & Accessories",2017,6,8392
"Fashion & Accessories",2017,6,1495
"Fashion & Accessories",2017,6,2768
"Fashion & Accessories",2017,6,2238
"Fashion & Accessories",2017,7,8712
"Fashion & Accessories",2017,7,1384
"Fashion & Accessories",2017,7,2978
"Fashion & Accessories",2017,7,2204
"Fashion & Accessories",2017,7,20792
"Fashion & Accessories",2017,7,15363
"Fashion & Accessories",2017,7,687
"Fashion & Accessories",2017,7,3080
"Fashion & Accessories",2017,8,3170
"Fashion & Accessories",2017,8,2263
"Fashion & Accessories",2017,8,3926
"Fashion & Accessories",2017,8,1576
"Fashion & Accessories",2017,8,22768
"Fashion & Accessories",2017,8,16348
"Fashion & Accessories",2017,8,718
"Fashion & Accessories",2017,8,9122
"Fashion & Accessories",2017,9,759
"Fashion & Accessories",2017,9,2214
"Fashion & Accessories",2017,9,2750
"Fashion & Accessories",2017,9,19899
"Fashion & Accessories",2017,9,14709
"Fashion & Accessories",2017,9,1362
"Fashion & Accessories",2017,9,8074
"Fashion & Accessories",2017,9,3006
"Fashion & Accessories",2017,10,15356
"Fashion & Accessories",2017,10,1295
"Fashion & Accessories",2017,10,8620
"Fashion & Accessories",2017,10,2230
"Fashion & Accessories",2017,10,3181
"Fashion & Accessories",2017,10,2641
"Fashion & Accessories",2017,10,744
"Fashion & Accessories",2017,10,20457
"Fashion & Accessories",2017,11,24543
"Fashion & Accessories",2017,11,10626
"Fashion & Accessories",2017,11,1510
"Fashion & Accessories",2017,11,3070
"Fashion & Accessories",2017,11,2807
"Fashion & Accessories",2017,11,787
"Fashion & Accessories",2017,11,18388
"Fashion & Accessories",2017,11,3642
"Fashion & Accessories",2017,12,1026
"Fashion & Accessories",2017,12,5826
"Fashion & Accessories",2017,12,33901
"Fashion & Accessories",2017,12,23501
"Fashion & Accessories",2017,12,4533
"Fashion & Accessories",2017,12,1810
"Fashion & Accessories",2017,12,4132
"Fashion & Accessories",2017,12,13622
"Fashion & Accessories",2018,1,597
"Fashion & Accessories",2018,1,6311
"Fashion & Accessories",2018,1,2063
"Fashion & Accessories",2018,1,15803
"Fashion & Accessories",2018,1,1845
"Fashion & Accessories",2018,1,1217
"Fashion & Accessories",2018,1,11685
"Fashion & Accessories",2018,1,2332
"Fashion & Accessories",2018,2,2562
"Fashion & Accessories",2018,2,18451
"Fashion & Accessories",2018,2,12979
"Fashion & Accessories",2018,2,629
"Fashion & Accessories",2018,2,2657
"Fashion & Accessories",2018,2,7049
"Fashion & Accessories",2018,2,1247
"Fashion & Accessories",2018,2,2678
"Fashion & Accessories",2018,3,22249
"Fashion & Accessories",2018,3,16454
"Fashion & Accessories",2018,3,778
"Fashion & Accessories",2018,3,3469
"Fashion & Accessories",2018,3,2288
"Fashion & Accessories",2018,3,1466
"Fashion & Accessories",2018,3,3251
"Fashion & Accessories",2018,3,9066
"Fashion & Accessories",2018,4,8058
"Fashion & Accessories",2018,4,835
"Fashion & Accessories",2018,4,1264
"Fashion & Accessories",2018,4,2899
"Fashion & Accessories",2018,4,20516
"Fashion & Accessories",2018,4,15027
"Fashion & Accessories",2018,4,3362
"Fashion & Accessories",2018,4,2341
"Fashion & Accessories",2018,5,3123
"Fashion & Accessories",2018,5,23641
"Fashion & Accessories",2018,5,17254
"Fashion & Accessories",2018,5,874
"Fashion & Accessories",2018,5,3757
"Fashion & Accessories",2018,5,9533
"Fashion & Accessories",2018,5,1432
"Fashion & Accessories",2018,5,2968
"Fashion & Accessories",2018,6,15753
"Fashion & Accessories",2018,6,8758
"Fashion & Accessories",2018,6,1555
"Fashion & Accessories",2018,6,21337
"Fashion & Accessories",2018,6,3215
"Fashion & Accessories",2018,6,786
"Fashion & Accessories",2018,6,2465
"Fashion & Accessories",2018,6,2864
"Fashion & Accessories",2018,7,15992
"Fashion & Accessories",2018,7,1604
"Fashion & Accessories",2018,7,681
"Fashion & Accessories",2018,7,9137
"Fashion & Accessories",2018,7,2283
"Fashion & Accessories",2018,7,3098
"Fashion & Accessories",2018,7,21745
"Fashion & Accessories",2018,7,3222
"Fashion & Accessories",2018,8,23136
"Fashion & Accessories",2018,8,3252
"Fashion & Accessories",2018,8,726
"Fashion & Accessories",2018,8,2369
"Fashion & Accessories",2018,8,3867
"Fashion & Accessories",2018,8,1609
"Fashion & Accessories",2018,8,9500
"Fashion & Accessories",2018,8,16656
"Fashion & Accessories",2018,9,8250
"Fashion & Accessories",2018,9,3056
"Fashion & Accessories",2018,9,744
"Fashion & Accessories",2018,9,14767
"Fashion & Accessories",2018,9,19826
"Fashion & Accessories",2018,9,2109
"Fashion & Accessories",2018,9,2722
"Fashion & Accessories",2018,9,1319
"Fashion & Accessories",2018,10,2299
"Fashion & Accessories",2018,10,15892
"Fashion & Accessories",2018,10,773
"Fashion & Accessories",2018,10,3386
"Fashion & Accessories",2018,10,9001
"Fashion & Accessories",2018,10,1301
"Fashion & Accessories",2018,10,2844
"Fashion & Accessories",2018,10,21265
"Fashion & Accessories",2018,11,3995
"Fashion & Accessories",2018,11,1688
"Fashion & Accessories",2018,11,25446
"Fashion & Accessories",2018,11,2717
"Fashion & Accessories",2018,11,3296
"Fashion & Accessories",2018,11,19155
"Fashion & Accessories",2018,11,846
"Fashion & Accessories",2018,11,10864
"Fashion & Accessories",2018,12,13648
"Fashion & Accessories",2018,12,4234
"Fashion & Accessories",2018,12,5815
"Fashion & Accessories",2018,12,34067
"Fashion & Accessories",2018,12,23551
"Fashion & Accessories",2018,12,1019
"Fashion & Accessories",2018,12,4312
"Fashion & Accessories",2018,12,2199
"Fashion & Accessories",2019,1,2215
"Fashion & Accessories",2019,1,637
"Fashion & Accessories",2019,1,11988
"Fashion & Accessories",2019,1,16223
"Fashion & Accessories",2019,1,1193
"Fashion & Accessories",2019,1,6636
"Fashion & Accessories",2019,1,2353
"Fashion & Accessories",2019,1,1791
"Fashion & Accessories",2019,2,2760
"Fashion & Accessories",2019,2,598
"Fashion & Accessories",2019,2,12541
"Fashion & Accessories",2019,2,18032
"Fashion & Accessories",2019,2,2487
"Fashion & Accessories",2019,2,1227
"Fashion & Accessories",2019,2,6941
"Fashion & Accessories",2019,2,2511
"Fashion & Accessories",2019,3,9107
"Fashion & Accessories",2019,3,2198
"Fashion & Accessories",2019,3,3435
"Fashion & Accessories",2019,3,1473
"Fashion & Accessories",2019,3,3362
"Fashion & Accessories",2019,3,741
"Fashion & Accessories",2019,3,16245
"Fashion & Accessories",2019,3,22148
"Fashion & Accessories",2019,4,8794
"Fashion & Accessories",2019,4,3097
"Fashion & Accessories",2019,4,2378
"Fashion & Accessories",2019,4,21582
"Fashion & Accessories",2019,4,15844
"Fashion & Accessories",2019,4,858
"Fashion & Accessories",2019,4,3365
"Fashion & Accessories",2019,4,1298
"Fashion & Accessories",2019,5,1395
"Fashion & Accessories",2019,5,23152
"Fashion & Accessories",2019,5,16840
"Fashion & Accessories",2019,5,865
"Fashion & Accessories",2019,5,3555
"Fashion & Accessories",2019,5,9430
"Fashion & Accessories",2019,5,3078
"Fashion & Accessories",2019,5,2896
"Fashion & Accessories",2019,6,15730
"Fashion & Accessories",2019,6,3045
"Fashion & Accessories",2019,6,9049
"Fashion & Accessories",2019,6,1493
"Fashion & Accessories",2019,6,2858
"Fashion & Accessories",2019,6,2284
"Fashion & Accessories",2019,6,21175
"Fashion & Accessories",2019,6,754
"Fashion & Accessories",2019,7,15967
"Fashion & Accessories",2019,7,3029
"Fashion & Accessories",2019,7,685
"Fashion & Accessories",2019,7,2394
"Fashion & Accessories",2019,7,3165
"Fashion & Accessories",2019,7,1465
"Fashion & Accessories",2019,7,21800
"Fashion & Accessories",2019,7,9280
"Fashion & Accessories",2019,8,23906
"Fashion & Accessories",2019,8,2505
"Fashion & Accessories",2019,8,731
"Fashion & Accessories",2019,8,3106
"Fashion & Accessories",2019,8,10060
"Fashion & Accessories",2019,8,1486
"Fashion & Accessories",2019,8,4083
"Fashion & Accessories",2019,8,17026
"Fashion & Accessories",2019,9,1227
"Fashion & Accessories",2019,9,19606
"Fashion & Accessories",2019,9,14368
"Fashion & Accessories",2019,9,744
"Fashion & Accessories",2019,9,2870
"Fashion & Accessories",2019,9,8194
"Fashion & Accessories",2019,9,2661
"Fashion & Accessories",2019,9,2311
"Fashion & Accessories",2019,10,3221
"Fashion & Accessories",2019,10,2327
"Fashion & Accessories",2019,10,2792
"Fashion & Accessories",2019,10,1284
"Fashion & Accessories",2019,10,21471
"Fashion & Accessories",2019,10,16100
"Fashion & Accessories",2019,10,799
"Fashion & Accessories",2019,10,9335
"Fashion & Accessories",2019,11,11204
"Fashion & Accessories",2019,11,1567
"Fashion & Accessories",2019,11,3119
"Fashion & Accessories",2019,11,2772
"Fashion & Accessories",2019,11,19032
"Fashion & Accessories",2019,11,857
"Fashion & Accessories",2019,11,25246
"Fashion & Accessories",2019,11,3677
"Fashion & Accessories",2019,12,35196
"Fashion & Accessories",2019,12,6109
"Fashion & Accessories",2019,12,4150
"Fashion & Accessories",2019,12,2268
"Fashion & Accessories",2019,12,14381
"Fashion & Accessories",2019,12,4288
"Fashion & Accessories",2019,12,1035
"Fashion & Accessories",2019,12,24384
"Fashion & Accessories",2020,1,16831
"Fashion & Accessories",2020,1,2054
"Fashion & Accessories",2020,1,2167
"Fashion & Accessories",2020,1,1200
"Fashion & Accessories",2020,1,6832
"Fashion & Accessories",2020,1,2477
"Fashion & Accessories",2020,1,625
"Fashion & Accessories",2020,1,12327
"Fashion & Accessories",2020,2,19208
"Fashion & Accessories",2020,2,1313
"Fashion & Accessories",2020,2,2773
"Fashion & Accessories",2020,2,2745
"Fashion & Accessories",2020,2,2635
"Fashion & Accessories",2020,2,643
"Fashion & Accessories",2020,2,13476
"Fashion & Accessories",2020,2,7457
"Fashion & Accessories",2020,3,1730
"Fashion & Accessories",2020,3,10958
"Fashion & Accessories",2020,3,7618
"Fashion & Accessories",2020,3,319
"Fashion & Accessories",2020,3,1568
"Fashion & Accessories",2020,3,4204
"Fashion & Accessories",2020,3,766
"Fashion & Accessories",2020,3,1427
"Fashion & Accessories",2020,4,1783
"Fashion & Accessories",2020,4,238
"Fashion & Accessories",2020,4,473
"Fashion & Accessories",2020,4,664
"Fashion & Accessories",2020,4,474
"Fashion & Accessories",2020,4,535
"Fashion & Accessories",2020,4,93
"Fashion & Accessories",2020,4,2761
"Fashion & Accessories",2020,5,548
"Fashion & Accessories",2020,5,1662
"Fashion & Accessories",2020,5,1436
"Fashion & Accessories",2020,5,8696
"Fashion & Accessories",2020,5,5509
"Fashion & Accessories",2020,5,170
"Fashion & Accessories",2020,5,1175
"Fashion & Accessories",2020,5,3003
"Fashion & Accessories",2020,6,2259
"Fashion & Accessories",2020,6,16260
"Fashion & Accessories",2020,6,11057
"Fashion & Accessories",2020,6,330
"Fashion & Accessories",2020,6,2187
"Fashion & Accessories",2020,6,6760
"Fashion & Accessories",2020,6,901
"Fashion & Accessories",2020,6,2756
"Fashion & Accessories",2020,7,17567
"Fashion & Accessories",2020,7,2786
"Fashion & Accessories",2020,7,1095
"Fashion & Accessories",2020,7,6875
"Fashion & Accessories",2020,7,2567
"Fashion & Accessories",2020,7,441
"Fashion & Accessories",2020,7,12078
"Fashion & Accessories",2020,7,2461
"Fashion & Accessories",2020,8,18694
"Fashion & Accessories",2020,8,2638
"Fashion & Accessories",2020,8,1081
"Fashion & Accessories",2020,8,2890
"Fashion & Accessories",2020,8,7543
"Fashion & Accessories",2020,8,2590
"Fashion & Accessories",2020,8,412
"Fashion & Accessories",2020,8,12877
"Fashion & Accessories",2020,9,1072
"Fashion & Accessories",2020,9,7334
"Fashion & Accessories",2020,9,2665
"Fashion & Accessories",2020,9,438
"Fashion & Accessories",2020,9,12833
"Fashion & Accessories",2020,9,18449
"Fashion & Accessories",2020,9,2637
"Fashion & Accessories",2020,9,2675
"Fashion & Accessories",2020,10,8251
"Fashion & Accessories",2020,10,19764
"Fashion & Accessories",2020,10,14078
"Fashion & Accessories",2020,10,NULL
"Fashion & Accessories",2020,10,2823
"Fashion & Accessories",2020,10,1090
"Fashion & Accessories",2020,10,2739
"Fashion & Accessories",2020,10,2626
"Fashion & Accessories",2020,11,NULL
"Fashion & Accessories",2020,11,2963
"Fashion & Accessories",2020,11,14933
"Fashion & Accessories",2020,11,20905
"Fashion & Accessories",2020,11,2920
"Fashion & Accessories",2020,11,8695
"Fashion & Accessories",2020,11,1238
"Fashion & Accessories",2020,11,2677
"Fashion & Accessories",2020,12,3555
"Fashion & Accessories",2020,12,19716
"Fashion & Accessories",2020,12,664
"Fashion & Accessories",2020,12,31329
"Fashion & Accessories",2020,12,11754
"Fashion & Accessories",2020,12,1565
"Fashion & Accessories",2020,12,3947
"Fashion & Accessories",2020,12,7148
"Fashion & Accessories",2021,1,15385
"Fashion & Accessories",2021,1,2415
"Fashion & Accessories",2021,1,2264
"Fashion & Accessories",2021,1,1103
"Fashion & Accessories",2021,1,5721
"Fashion & Accessories",2021,1,2140
"Fashion & Accessories",2021,1,385
"Fashion & Accessories",2021,1,10432
"Fashion & Accessories",2021,2,16102
"Fashion & Accessories",2021,2,3129
"Fashion & Accessories",2021,2,2200
"Fashion & Accessories",2021,2,1042
"Fashion & Accessories",2021,2,5735
"Fashion & Accessories",2021,2,2149
"Fashion & Accessories",2021,2,389
"Fashion & Accessories",2021,2,10488
"Fashion & Accessories",2021,3,16032
"Fashion & Accessories",2021,3,3746
"Fashion & Accessories",2021,3,NULL
"Fashion & Accessories",2021,3,23616
"Fashion & Accessories",2021,3,605
"Fashion & Accessories",2021,3,3255
"Fashion & Accessories",2021,3,9134
"Fashion & Accessories",2021,3,1500
"Fashion & Accessories",2021,4,23115
"Fashion & Accessories",2021,4,NULL
"Fashion & Accessories",2021,4,3267
"Fashion & Accessories",2021,4,1372
"Fashion & Accessories",2021,4,3425
"Fashion & Accessories",2021,4,711
"Fashion & Accessories",2021,4,15858
"Fashion & Accessories",2021,4,9031
"Fashion & Accessories",2021,5,25886
"Fashion & Accessories",2021,5,NULL
"Fashion & Accessories",2021,5,NULL
"Fashion & Accessories",2021,5,3502
"Fashion & Accessories",2021,5,17399
"Fashion & Accessories",2021,5,9986
"Fashion & Accessories",2021,5,1440
"Fashion & Accessories",2021,5,3651
"Fashion & Accessories",2021,6,3389
"Fashion & Accessories",2021,6,24618
"Fashion & Accessories",2021,6,9859
"Fashion & Accessories",2021,6,3368
"Fashion & Accessories",2021,6,NULL
"Fashion & Accessories",2021,6,NULL
"Fashion & Accessories",2021,6,17011
"Fashion & Accessories",2021,6,1558
"Fashion & Accessories",2021,7,17584
"Fashion & Accessories",2021,7,NULL
"Fashion & Accessories",2021,7,10204
"Fashion & Accessories",2021,7,1542
"Fashion & Accessories",2021,7,3520
"Fashion & Accessories",2021,7,3437
"Fashion & Accessories",2021,7,NULL
"Fashion & Accessories",2021,7,25219
"Fashion & Accessories",2021,8,10008
"Fashion & Accessories",2021,8,3985
"Fashion & Accessories",2021,8,NULL
"Fashion & Accessories",2021,8,25063
"Fashion & Accessories",2021,8,3202
"Fashion & Accessories",2021,8,1424
"Fashion & Accessories",2021,8,NULL
"Fashion & Accessories",2021,8,16951
"Fashion & Accessories",2021,9,NULL
"Fashion & Accessories",2021,9,3113
"Fashion & Accessories",2021,9,NULL
"Fashion & Accessories",2021,9,22592
"Fashion & Accessories",2021,9,8791
"Fashion & Accessories",2021,9,2988
"Fashion & Accessories",2021,9,15506
"Fashion & Accessories",2021,9,1338
"Fashion & Accessories",2021,10,24366
"Fashion & Accessories",2021,10,9785
"Fashion & Accessories",2021,10,NULL
"Fashion & Accessories",2021,10,3064
"Fashion & Accessories",2021,10,16886
"Fashion & Accessories",2021,10,NULL
"Fashion & Accessories",2021,10,1345
"Fashion & Accessories",2021,10,3269
"Fashion & Accessories",2021,11,28725
"Fashion & Accessories",2021,11,1502
"Fashion & Accessories",2021,11,3340
"Fashion & Accessories",2021,11,3823
"Fashion & Accessories",2021,11,11933
"Fashion & Accessories",2021,11,NULL
"Fashion & Accessories",2021,11,NULL
"Fashion & Accessories",2021,11,20052
"Fashion & Accessories",2021,12,4340
"Fashion & Accessories",2021,12,24334
"Fashion & Accessories",2021,12,39375
"Fashion & Accessories",2021,12,4557
"Fashion & Accessories",2021,12,1807
"Fashion & Accessories",2021,12,NULL
"Fashion & Accessories",2021,12,14606
"Fashion & Accessories",2021,12,NULL
"Fashion & Accessories",2022,1,NULL
"Fashion & Accessories",2022,1,1277
"Fashion & Accessories",2022,1,6734
"Fashion & Accessories",2022,1,2422
"Fashion & Accessories",2022,1,NULL
"Fashion & Accessories",2022,1,12368
"Fashion & Accessories",2022,1,18113
"Fashion & Accessories",2022,1,2218
"Fashion & Accessories",2022,2,NULL
"Fashion & Accessories",2022,2,2729
"Fashion & Accessories",2022,2,NULL
"Fashion & Accessories",2022,2,13204
"Fashion & Accessories",2022,2,20509
"Fashion & Accessories",2022,2,2639
"Fashion & Accessories",2022,2,7054
"Fashion & Accessories",2022,2,1245
"Fashion & Accessories",2022,3,NULL
"Fashion & Accessories",2022,3,NULL
"Fashion & Accessories",2022,3,3515
"Fashion & Accessories",2022,3,1484
"Fashion & Accessories",2022,3,9583
"Fashion & Accessories",2022,3,3658
"Fashion & Accessories",2022,3,25622
"Fashion & Accessories",2022,3,17506
"Fashion & Accessories",2022,4,3361
"Fashion & Accessories",2022,4,NULL
"Fashion & Accessories",2022,4,1506
"Fashion & Accessories",2022,4,9716
"Fashion & Accessories",2022,4,3628
"Fashion & Accessories",2022,4,NULL
"Fashion & Accessories",2022,4,17794
"Fashion & Accessories",2022,4,25904
"Fashion & Accessories",2022,5,10174
"Fashion & Accessories",2022,5,3704
"Fashion & Accessories",2022,5,NULL
"Fashion & Accessories",2022,5,3485
"Fashion & Accessories",2022,5,NULL
"Fashion & Accessories",2022,5,26831
"Fashion & Accessories",2022,5,18360
"Fashion & Accessories",2022,5,1383
"Fashion & Accessories",2022,6,NULL
"Fashion & Accessories",2022,6,17280
"Fashion & Accessories",2022,6,NULL
"Fashion & Accessories",2022,6,3213
"Fashion & Accessories",2022,6,9933
"Fashion & Accessories",2022,6,25031
"Fashion & Accessories",2022,6,1461
"Fashion & Accessories",2022,6,3201
"Fashion & Accessories",2022,7,3177
"Fashion & Accessories",2022,7,10241
"Fashion & Accessories",2022,7,1444
"Fashion & Accessories",2022,7,3442
"Fashion & Accessories",2022,7,NULL
"Fashion & Accessories",2022,7,17495
"Fashion & Accessories",2022,7,25214
"Fashion & Accessories",2022,7,NULL
"Fashion & Accessories",2022,8,17813
"Fashion & Accessories",2022,8,NULL
"Fashion & Accessories",2022,8,4264
"Fashion & Accessories",2022,8,1516
"Fashion & Accessories",2022,8,10291
"Fashion & Accessories",2022,8,3266
"Fashion & Accessories",2022,8,NULL
"Fashion & Accessories",2022,8,26376
"Fashion & Accessories",2022,9,23966
"Fashion & Accessories",2022,9,NULL
"Fashion & Accessories",2022,9,3197
"Fashion & Accessories",2022,9,9421
"Fashion & Accessories",2022,9,1363
"Fashion & Accessories",2022,9,3209
"Fashion & Accessories",2022,9,NULL
"Fashion & Accessories",2022,9,16637
"Fashion & Accessories",2022,10,NULL
"Fashion & Accessories",2022,10,3179
"Fashion & Accessories",2022,10,3260
"Fashion & Accessories",2022,10,NULL
"Fashion & Accessories",2022,10,1372
"Fashion & Accessories",2022,10,17886
"Fashion & Accessories",2022,10,10394
"Fashion & Accessories",2022,10,25120
"Fashion & Accessories",2022,11,20867
"Fashion & Accessories",2022,11,29072
"Fashion & Accessories",2022,11,NULL
"Fashion & Accessories",2022,11,3807
"Fashion & Accessories",2022,11,12348
"Fashion & Accessories",2022,11,NULL
"Fashion & Accessories",2022,11,3498
"Fashion & Accessories",2022,11,1610
"Fashion & Accessories",2022,12,26510
"Fashion & Accessories",2022,12,4470
"Fashion & Accessories",2022,12,40629
"Fashion & Accessories",2022,12,NULL
"Fashion & Accessories",2022,12,1892
"Fashion & Accessories",2022,12,4577
"Fashion & Accessories",2022,12,NULL
"Fashion & Accessories",2022,12,16137
"Food & Beverage",2010,1,28171
"Food & Beverage",2010,1,47072
"Food & Beverage",2010,1,41185
"Food & Beverage",2010,1,2878
"Food & Beverage",2010,1,42985
"Food & Beverage",2010,2,38400
"Food & Beverage",2010,2,2916
"Food & Beverage",2010,2,44275
"Food & Beverage",2010,2,28258
"Food & Beverage",2010,2,40061
"Food & Beverage",2010,3,3214
"Food & Beverage",2010,3,43434
"Food & Beverage",2010,3,48123
"Food & Beverage",2010,3,29852
"Food & Beverage",2010,3,41542
"Food & Beverage",2010,4,3310
"Food & Beverage",2010,4,40354
"Food & Beverage",2010,4,42236
"Food & Beverage",2010,4,47050
"Food & Beverage",2010,4,29350
"Food & Beverage",2010,5,49655
"Food & Beverage",2010,5,42658
"Food & Beverage",2010,5,44607
"Food & Beverage",2010,5,3467
"Food & Beverage",2010,5,31271
"Food & Beverage",2010,6,3438
"Food & Beverage",2010,6,29834
"Food & Beverage",2010,6,47813
"Food & Beverage",2010,6,42877
"Food & Beverage",2010,6,40944
"Food & Beverage",2010,7,30555
"Food & Beverage",2010,7,44559
"Food & Beverage",2010,7,3657
"Food & Beverage",2010,7,49732
"Food & Beverage",2010,7,42598
"Food & Beverage",2010,8,30574
"Food & Beverage",2010,8,48357
"Food & Beverage",2010,8,43431
"Food & Beverage",2010,8,3454
"Food & Beverage",2010,8,41357
"Food & Beverage",2010,9,42642
"Food & Beverage",2010,9,3365
"Food & Beverage",2010,9,28166
"Food & Beverage",2010,9,40710
"Food & Beverage",2010,9,47478
"Food & Beverage",2010,10,48583
"Food & Beverage",2010,10,41591
"Food & Beverage",2010,10,3497
"Food & Beverage",2010,10,30371
"Food & Beverage",2010,10,43536
"Food & Beverage",2010,11,41897
"Food & Beverage",2010,11,48842
"Food & Beverage",2010,11,43724
"Food & Beverage",2010,11,3524
"Food & Beverage",2010,11,32462
"Food & Beverage",2010,12,44770
"Food & Beverage",2010,12,53550
"Food & Beverage",2010,12,39129
"Food & Beverage",2010,12,46658
"Food & Beverage",2010,12,4681
"Food & Beverage",2011,1,44282
"Food & Beverage",2011,1,28851
"Food & Beverage",2011,1,48438
"Food & Beverage",2011,1,2888
"Food & Beverage",2011,1,42501
"Food & Beverage",2011,2,41229
"Food & Beverage",2011,2,45575
"Food & Beverage",2011,2,28956
"Food & Beverage",2011,2,2984
"Food & Beverage",2011,2,39485
"Food & Beverage",2011,3,49729
"Food & Beverage",2011,3,45068
"Food & Beverage",2011,3,43103
"Food & Beverage",2011,3,31017
"Food & Beverage",2011,3,3249
"Food & Beverage",2011,4,43535
"Food & Beverage",2011,4,45586
"Food & Beverage",2011,4,3363
"Food & Beverage",2011,4,31432
"Food & Beverage",2011,4,50588
"Food & Beverage",2011,5,32353
"Food & Beverage",2011,5,44129
"Food & Beverage",2011,5,51441
"Food & Beverage",2011,5,3471
"Food & Beverage",2011,5,46318
"Food & Beverage",2011,6,3551
"Food & Beverage",2011,6,31560
"Food & Beverage",2011,6,43716
"Food & Beverage",2011,6,45883
"Food & Beverage",2011,6,51040
"Food & Beverage",2011,7,44937
"Food & Beverage",2011,7,32369
"Food & Beverage",2011,7,52522
"Food & Beverage",2011,7,47171
"Food & Beverage",2011,7,3740
"Food & Beverage",2011,8,51575
"Food & Beverage",2011,8,46448
"Food & Beverage",2011,8,44275
"Food & Beverage",2011,8,3576
"Food & Beverage",2011,8,32240
"Food & Beverage",2011,9,3517
"Food & Beverage",2011,9,49925
"Food & Beverage",2011,9,30322
"Food & Beverage",2011,9,42867
"Food & Beverage",2011,9,44877
"Food & Beverage",2011,10,43751
"Food & Beverage",2011,10,3515
"Food & Beverage",2011,10,50887
"Food & Beverage",2011,10,45725
"Food & Beverage",2011,10,32069
"Food & Beverage",2011,11,44156
"Food & Beverage",2011,11,34024
"Food & Beverage",2011,11,51352
"Food & Beverage",2011,11,46046
"Food & Beverage",2011,11,3646
"Food & Beverage",2011,12,4892
"Food & Beverage",2011,12,41150
"Food & Beverage",2011,12,48843
"Food & Beverage",2011,12,56065
"Food & Beverage",2011,12,46916
"Food & Beverage",2012,1,30180
"Food & Beverage",2012,1,2995
"Food & Beverage",2012,1,49834
"Food & Beverage",2012,1,45462
"Food & Beverage",2012,1,43576
"Food & Beverage",2012,2,31989
"Food & Beverage",2012,2,42275
"Food & Beverage",2012,2,44174
"Food & Beverage",2012,2,48850
"Food & Beverage",2012,2,3202
"Food & Beverage",2012,3,52549
"Food & Beverage",2012,3,45239
"Food & Beverage",2012,3,3550
"Food & Beverage",2012,3,33676
"Food & Beverage",2012,3,47408
"Food & Beverage",2012,4,32346
"Food & Beverage",2012,4,45754
"Food & Beverage",2012,4,43700
"Food & Beverage",2012,4,3409
"Food & Beverage",2012,4,50842
"Food & Beverage",2012,5,53955
"Food & Beverage",2012,5,33976
"Food & Beverage",2012,5,3786
"Food & Beverage",2012,5,46239
"Food & Beverage",2012,5,48420
"Food & Beverage",2012,6,3816
"Food & Beverage",2012,6,45077
"Food & Beverage",2012,6,47217
"Food & Beverage",2012,6,52702
"Food & Beverage",2012,6,33616
"Food & Beverage",2012,7,47473
"Food & Beverage",2012,7,52868
"Food & Beverage",2012,7,32994
"Food & Beverage",2012,7,3733
"Food & Beverage",2012,7,45349
"Food & Beverage",2012,8,48047
"Food & Beverage",2012,8,3752
"Food & Beverage",2012,8,34261
"Food & Beverage",2012,8,45861
"Food & Beverage",2012,8,53442
"Food & Beverage",2012,9,51123
"Food & Beverage",2012,9,31725
"Food & Beverage",2012,9,3503
"Food & Beverage",2012,9,44017
"Food & Beverage",2012,9,46047
"Food & Beverage",2012,10,3626
"Food & Beverage",2012,10,46975
"Food & Beverage",2012,10,52236
"Food & Beverage",2012,10,44943
"Food & Beverage",2012,10,33048
"Food & Beverage",2012,11,47310
"Food & Beverage",2012,11,52904
"Food & Beverage",2012,11,36037
"Food & Beverage",2012,11,45440
"Food & Beverage",2012,11,3869
"Food & Beverage",2012,12,47464
"Food & Beverage",2012,12,56900
"Food & Beverage",2012,12,49358
"Food & Beverage",2012,12,5124
"Food & Beverage",2012,12,42461
"Food & Beverage",2013,1,45248
"Food & Beverage",2013,1,51649
"Food & Beverage",2013,1,31057
"Food & Beverage",2013,1,3143
"Food & Beverage",2013,1,47094
"Food & Beverage",2013,2,3212
"Food & Beverage",2013,2,31929
"Food & Beverage",2013,2,42051
"Food & Beverage",2013,2,43863
"Food & Beverage",2013,2,48596
"Food & Beverage",2013,3,3603
