,month,year,naics_Code,kind_of_business,industry,sales
6444,4,2013,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,14692.0
6445,4,2013,442.0,Furniture and home furnishings stores,Home Goods & Electronics,7334.0
6446,4,2013,4421.0,Furniture stores,Home Goods & Electronics,3996.0
6447,4,2013,4422.0,Home furnishings stores,Home Goods & Electronics,3338.0
6448,4,2013,44221.0,Floor covering stores,Home Goods & Electronics,1304.0
6449,4,2013,442299.0,All other home furnishings stores,Home Goods & Electronics,1938.0
6450,4,2013,443.0,Electronics and appliance stores,Home Goods & Electronics,7358.0
6451,4,2013,443141.0,Household appliance stores,Home Goods & Electronics,1310.0
6452,4,2013,443142.0,Electronics stores,Home Goods & Electronics,6048.0
6453,4,2013,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,28756.0
6454,4,2013,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,23779.0
6455,4,2013,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,833.0
6456,4,2013,44413.0,Hardware stores,Home Goods & Building Supplies,1883.0
6457,4,2013,445.0,Food and beverage stores,Food & Beverage,50382.0
6458,4,2013,4451.0,Grocery stores,Food & Beverage,45367.0
6459,4,2013,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,43327.0
6460,4,2013,4453.0,"Beer, wine, and liquor stores",Food & Beverage,3463.0
6461,4,2013,446.0,Health and personal care stores,Health & Personal Care,22787.0
6462,4,2013,44611.0,Pharmacies and drug stores,Health & Personal Care,19053.0
6463,4,2013,447.0,Gasoline stations,Fuel & Gasoline,46812.0
6464,4,2013,448.0,Clothing and clothing access. stores,Fashion & Accessories,19209.0
6465,4,2013,4481.0,Clothing stores,Fashion & Accessories,14116.0
6466,4,2013,44811.0,Men's clothing stores,Fashion & Accessories,727.0
6467,4,2013,44812.0,Women's clothing stores,Fashion & Accessories,3501.0
6468,4,2013,44814.0,Family clothing stores,Fashion & Accessories,7300.0
6469,4,2013,44819.0,Other clothing stores,Fashion & Accessories,1192.0
6470,4,2013,4482.0,Shoe stores,Fashion & Accessories,2644.0
6471,4,2013,44831.0,Jewelry stores,Fashion & Accessories,2249.0
6472,4,2013,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,5952.0
6473,4,2013,45111.0,Sporting goods stores,Sports & Recreation,3427.0
6474,4,2013,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1120.0
6475,4,2013,451211.0,Book stores,Sports & Recreation,662.0
6476,4,2013,452.0,General merchandise stores,General Merchandise,50120.0
6477,4,2013,4521.0,Department stores,General Merchandise,12559.0
6478,4,2013,452111.0,Department stores(excl. discount department stores),General Merchandise,4510.0
6479,4,2013,452112.0,Discount dept. stores,General Merchandise,8049.0
6480,4,2013,4529.0,Other general merchandise stores,General Merchandise,37561.0
6481,4,2013,45291.0,Warehouse clubs and superstores,Food & Beverage,32722.0
6482,4,2013,45299.0,All other gen. merchandise stores,General Merchandise,4839.0
6483,4,2013,453.0,Miscellaneous store retailers,Miscellaneous,8911.0
6484,4,2013,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2464.0
6485,4,2013,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,1302.0
6486,4,2013,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1162.0
6487,4,2013,45330.0,Used merchandise stores,Miscellaneous,1199.0
6488,4,2013,454.0,Nonstore retailers,Miscellaneous,33685.0
6489,4,2013,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,27101.0
6490,4,2013,45431.0,Fuel dealers,Fuel & Gasoline,2876.0
6491,4,2013,722.0,Food services and drinking places,Restaurants & Bars,45575.0
6492,4,2013,7224.0,Drinking places,Restaurants & Bars,1764.0
6493,4,2013,7225.0,Restaurants and other eating places,Restaurants & Bars,39290.0
6494,4,2013,722511.0,Full service restaurants,Restaurants & Bars,19639.0
6495,4,2013,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,19651.0
6496,5,2013,441.0,Motor vehicle and parts dealers,Automotive,86900.0
6497,5,2013,"4411,4412",Automobile and other motor vehicle dealers,Automotive,79443.0
6498,5,2013,4411.0,Automobile dealers,Automotive,73189.0
6499,5,2013,44111.0,New car dealers,Automotive,65939.0
6500,5,2013,44112,Used car dealers,Automotive,7250.0
6501,5,2013,4413.0,"Automotive parts, acc., and tire stores",Automotive,7457.0
6502,5,2013,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,15753.0
6503,5,2013,442.0,Furniture and home furnishings stores,Home Goods & Electronics,7862.0
6504,5,2013,4421.0,Furniture stores,Home Goods & Electronics,4239.0
6505,5,2013,4422.0,Home furnishings stores,Home Goods & Electronics,3623.0
6506,5,2013,44221.0,Floor covering stores,Home Goods & Electronics,1443.0
6507,5,2013,442299.0,All other home furnishings stores,Home Goods & Electronics,2076.0
6508,5,2013,443.0,Electronics and appliance stores,Home Goods & Electronics,7891.0
6509,5,2013,443141.0,Household appliance stores,Home Goods & Electronics,1481.0
6510,5,2013,443142.0,Electronics stores,Home Goods & Electronics,6410.0
6511,5,2013,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,32624.0
6512,5,2013,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,26417.0
6513,5,2013,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,906.0
6514,5,2013,44413.0,Hardware stores,Home Goods & Building Supplies,2041.0
6515,5,2013,445.0,Food and beverage stores,Food & Beverage,55266.0
6516,5,2013,4451.0,Grocery stores,Food & Beverage,49616.0
6517,5,2013,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,47388.0
6518,5,2013,4453.0,"Beer, wine, and liquor stores",Food & Beverage,3916.0
6519,5,2013,446.0,Health and personal care stores,Health & Personal Care,23527.0
6520,5,2013,44611.0,Pharmacies and drug stores,Health & Personal Care,19666.0
6521,5,2013,447.0,Gasoline stations,Fuel & Gasoline,49191.0
6522,5,2013,448.0,Clothing and clothing access. stores,Fashion & Accessories,20815.0
6523,5,2013,4481.0,Clothing stores,Fashion & Accessories,15163.0
6524,5,2013,44811.0,Men's clothing stores,Fashion & Accessories,759.0
6525,5,2013,44812.0,Women's clothing stores,Fashion & Accessories,3730.0
6526,5,2013,44814.0,Family clothing stores,Fashion & Accessories,7986.0
6527,5,2013,44819.0,Other clothing stores,Fashion & Accessories,1198.0
6528,5,2013,4482.0,Shoe stores,Fashion & Accessories,2674.0
6529,5,2013,44831.0,Jewelry stores,Fashion & Accessories,2724.0
6530,5,2013,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6375.0
6531,5,2013,45111.0,Sporting goods stores,Sports & Recreation,3656.0
6532,5,2013,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1129.0
6533,5,2013,451211.0,Book stores,Sports & Recreation,818.0
6534,5,2013,452.0,General merchandise stores,General Merchandise,54967.0
6535,5,2013,4521.0,Department stores,General Merchandise,14033.0
6536,5,2013,452111.0,Department stores(excl. discount department stores),General Merchandise,4968.0
6537,5,2013,452112.0,Discount dept. stores,General Merchandise,9065.0
6538,5,2013,4529.0,Other general merchandise stores,General Merchandise,40934.0
6539,5,2013,45291.0,Warehouse clubs and superstores,Food & Beverage,35531.0
6540,5,2013,45299.0,All other gen. merchandise stores,General Merchandise,5403.0
6541,5,2013,453.0,Miscellaneous store retailers,Miscellaneous,10323.0
6542,5,2013,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2704.0
6543,5,2013,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,1257.0
6544,5,2013,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1447.0
6545,5,2013,45330.0,Used merchandise stores,Miscellaneous,1267.0
6546,5,2013,454.0,Nonstore retailers,Miscellaneous,33940.0
6547,5,2013,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,27712.0
6548,5,2013,45431.0,Fuel dealers,Fuel & Gasoline,2200.0
6549,5,2013,722.0,Food services and drinking places,Restaurants & Bars,47507.0
6550,5,2013,7224.0,Drinking places,Restaurants & Bars,1844.0
6551,5,2013,7225.0,Restaurants and other eating places,Restaurants & Bars,41189.0
6552,5,2013,722511.0,Full service restaurants,Restaurants & Bars,20547.0
6553,5,2013,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,20642.0
6554,6,2013,441.0,Motor vehicle and parts dealers,Automotive,82794.0
6555,6,2013,"4411,4412",Automobile and other motor vehicle dealers,Automotive,75609.0
6556,6,2013,4411.0,Automobile dealers,Automotive,69757.0
6557,6,2013,44111.0,New car dealers,Automotive,62718.0
6558,6,2013,44112,Used car dealers,Automotive,7039.0
6559,6,2013,4413.0,"Automotive parts, acc., and tire stores",Automotive,7185.0
6560,6,2013,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,15456.0
6561,6,2013,442.0,Furniture and home furnishings stores,Home Goods & Electronics,7589.0
6562,6,2013,4421.0,Furniture stores,Home Goods & Electronics,4112.0
6563,6,2013,4422.0,Home furnishings stores,Home Goods & Electronics,3477.0
6564,6,2013,44221.0,Floor covering stores,Home Goods & Electronics,1420.0
6565,6,2013,442299.0,All other home furnishings stores,Home Goods & Electronics,1947.0
6566,6,2013,443.0,Electronics and appliance stores,Home Goods & Electronics,7867.0
6567,6,2013,443141.0,Household appliance stores,Home Goods & Electronics,1407.0
6568,6,2013,443142.0,Electronics stores,Home Goods & Electronics,6460.0
6569,6,2013,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,27664.0
6570,6,2013,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,23382.0
6571,6,2013,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,863.0
6572,6,2013,44413.0,Hardware stores,Home Goods & Building Supplies,1924.0
6573,6,2013,445.0,Food and beverage stores,Food & Beverage,53261.0
6574,6,2013,4451.0,Grocery stores,Food & Beverage,47840.0
6575,6,2013,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,45633.0
6576,6,2013,4453.0,"Beer, wine, and liquor stores",Food & Beverage,3776.0
6577,6,2013,446.0,Health and personal care stores,Health & Personal Care,22081.0
6578,6,2013,44611.0,Pharmacies and drug stores,Health & Personal Care,18394.0
6579,6,2013,447.0,Gasoline stations,Fuel & Gasoline,48482.0
6580,6,2013,448.0,Clothing and clothing access. stores,Fashion & Accessories,18976.0
6581,6,2013,4481.0,Clothing stores,Fashion & Accessories,14137.0
6582,6,2013,44811.0,Men's clothing stores,Fashion & Accessories,689.0
6583,6,2013,44812.0,Women's clothing stores,Fashion & Accessories,3259.0
6584,6,2013,44814.0,Family clothing stores,Fashion & Accessories,7489.0
6585,6,2013,44819.0,Other clothing stores,Fashion & Accessories,1266.0
6586,6,2013,4482.0,Shoe stores,Fashion & Accessories,2479.0
6587,6,2013,44831.0,Jewelry stores,Fashion & Accessories,2141.0
6588,6,2013,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6498.0
6589,6,2013,45111.0,Sporting goods stores,Sports & Recreation,3953.0
6590,6,2013,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1068.0
6591,6,2013,451211.0,Book stores,Sports & Recreation,722.0
6592,6,2013,452.0,General merchandise stores,General Merchandise,53376.0
6593,6,2013,4521.0,Department stores,General Merchandise,13334.0
6594,6,2013,452111.0,Department stores(excl. discount department stores),General Merchandise,4515.0
6595,6,2013,452112.0,Discount dept. stores,General Merchandise,8819.0
6596,6,2013,4529.0,Other general merchandise stores,General Merchandise,40042.0
6597,6,2013,45291.0,Warehouse clubs and superstores,Food & Beverage,34923.0
6598,6,2013,45299.0,All other gen. merchandise stores,General Merchandise,5119.0
6599,6,2013,453.0,Miscellaneous store retailers,Miscellaneous,9266.0
6600,6,2013,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2506.0
6601,6,2013,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,1151.0
6602,6,2013,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1355.0
6603,6,2013,45330.0,Used merchandise stores,Miscellaneous,1239.0
6604,6,2013,454.0,Nonstore retailers,Miscellaneous,31462.0
6605,6,2013,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,25814.0
6606,6,2013,45431.0,Fuel dealers,Fuel & Gasoline,1784.0
6607,6,2013,722.0,Food services and drinking places,Restaurants & Bars,45463.0
6608,6,2013,7224.0,Drinking places,Restaurants & Bars,1714.0
6609,6,2013,7225.0,Restaurants and other eating places,Restaurants & Bars,39910.0
6610,6,2013,722511.0,Full service restaurants,Restaurants & Bars,19783.0
6611,6,2013,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,20127.0
6612,7,2013,441.0,Motor vehicle and parts dealers,Automotive,86266.0
6613,7,2013,"4411,4412",Automobile and other motor vehicle dealers,Automotive,78799.0
6614,7,2013,4411.0,Automobile dealers,Automotive,73338.0
6615,7,2013,44111.0,New car dealers,Automotive,66296.0
6616,7,2013,44112,Used car dealers,Automotive,7042.0
6617,7,2013,4413.0,"Automotive parts, acc., and tire stores",Automotive,7467.0
6618,7,2013,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,16077.0
6619,7,2013,442.0,Furniture and home furnishings stores,Home Goods & Electronics,8014.0
6620,7,2013,4421.0,Furniture stores,Home Goods & Electronics,4266.0
6621,7,2013,4422.0,Home furnishings stores,Home Goods & Electronics,3748.0
6622,7,2013,44221.0,Floor covering stores,Home Goods & Electronics,1519.0
6623,7,2013,442299.0,All other home furnishings stores,Home Goods & Electronics,2114.0
6624,7,2013,443.0,Electronics and appliance stores,Home Goods & Electronics,8063.0
6625,7,2013,443141.0,Household appliance stores,Home Goods & Electronics,1498.0
6626,7,2013,443142.0,Electronics stores,Home Goods & Electronics,6565.0
6627,7,2013,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,27372.0
6628,7,2013,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,23881.0
6629,7,2013,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,922.0
6630,7,2013,44413.0,Hardware stores,Home Goods & Building Supplies,1823.0
6631,7,2013,445.0,Food and beverage stores,Food & Beverage,54529.0
6632,7,2013,4451.0,Grocery stores,Food & Beverage,48871.0
6633,7,2013,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,46574.0
6634,7,2013,4453.0,"Beer, wine, and liquor stores",Food & Beverage,3994.0
6635,7,2013,446.0,Health and personal care stores,Health & Personal Care,23006.0
6636,7,2013,44611.0,Pharmacies and drug stores,Health & Personal Care,19292.0
6637,7,2013,447.0,Gasoline stations,Fuel & Gasoline,49822.0
6638,7,2013,448.0,Clothing and clothing access. stores,Fashion & Accessories,19211.0
6639,7,2013,4481.0,Clothing stores,Fashion & Accessories,14323.0
6640,7,2013,44811.0,Men's clothing stores,Fashion & Accessories,661.0
6641,7,2013,44812.0,Women's clothing stores,Fashion & Accessories,3168.0
6642,7,2013,44814.0,Family clothing stores,Fashion & Accessories,7860.0
6643,7,2013,44819.0,Other clothing stores,Fashion & Accessories,1131.0
6644,7,2013,4482.0,Shoe stores,Fashion & Accessories,2648.0
6645,7,2013,44831.0,Jewelry stores,Fashion & Accessories,2020.0
6646,7,2013,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6438.0
6647,7,2013,45111.0,Sporting goods stores,Sports & Recreation,3817.0
6648,7,2013,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1118.0
6649,7,2013,451211.0,Book stores,Sports & Recreation,702.0
6650,7,2013,452.0,General merchandise stores,General Merchandise,52091.0
6651,7,2013,4521.0,Department stores,General Merchandise,12606.0
6652,7,2013,452111.0,Department stores(excl. discount department stores),General Merchandise,4077.0
6653,7,2013,452112.0,Discount dept. stores,General Merchandise,8529.0
6654,7,2013,4529.0,Other general merchandise stores,General Merchandise,39485.0
6655,7,2013,45291.0,Warehouse clubs and superstores,Food & Beverage,34478.0
6656,7,2013,45299.0,All other gen. merchandise stores,General Merchandise,5007.0
6657,7,2013,453.0,Miscellaneous store retailers,Miscellaneous,9355.0
6658,7,2013,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2785.0
6659,7,2013,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,1290.0
6660,7,2013,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1495.0
6661,7,2013,45330.0,Used merchandise stores,Miscellaneous,1301.0
6662,7,2013,454.0,Nonstore retailers,Miscellaneous,32807.0
6663,7,2013,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,27064.0
6664,7,2013,45431.0,Fuel dealers,Fuel & Gasoline,1901.0
6665,7,2013,722.0,Food services and drinking places,Restaurants & Bars,45504.0
6666,7,2013,7224.0,Drinking places,Restaurants & Bars,1707.0
6667,7,2013,7225.0,Restaurants and other eating places,Restaurants & Bars,40103.0
6668,7,2013,722511.0,Full service restaurants,Restaurants & Bars,19617.0
6669,7,2013,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,20486.0
6670,8,2013,441.0,Motor vehicle and parts dealers,Automotive,88955.0
6671,8,2013,"4411,4412",Automobile and other motor vehicle dealers,Automotive,81249.0
6672,8,2013,4411.0,Automobile dealers,Automotive,75865.0
6673,8,2013,44111.0,New car dealers,Automotive,68506.0
6674,8,2013,44112,Used car dealers,Automotive,7359.0
6675,8,2013,4413.0,"Automotive parts, acc., and tire stores",Automotive,7706.0
6676,8,2013,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,16907.0
6677,8,2013,442.0,Furniture and home furnishings stores,Home Goods & Electronics,8506.0
6678,8,2013,4421.0,Furniture stores,Home Goods & Electronics,4605.0
6679,8,2013,4422.0,Home furnishings stores,Home Goods & Electronics,3901.0
6680,8,2013,44221.0,Floor covering stores,Home Goods & Electronics,1606.0
6681,8,2013,442299.0,All other home furnishings stores,Home Goods & Electronics,2194.0
6682,8,2013,443.0,Electronics and appliance stores,Home Goods & Electronics,8401.0
6683,8,2013,443141.0,Household appliance stores,Home Goods & Electronics,1477.0
6684,8,2013,443142.0,Electronics stores,Home Goods & Electronics,6924.0
6685,8,2013,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,26004.0
6686,8,2013,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,23015.0
6687,8,2013,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,936.0
6688,8,2013,44413.0,Hardware stores,Home Goods & Building Supplies,1821.0
6689,8,2013,445.0,Food and beverage stores,Food & Beverage,55120.0
6690,8,2013,4451.0,Grocery stores,Food & Beverage,49388.0
6691,8,2013,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,47055.0
6692,8,2013,4453.0,"Beer, wine, and liquor stores",Food & Beverage,4057.0
6693,8,2013,446.0,Health and personal care stores,Health & Personal Care,23301.0
6694,8,2013,44611.0,Pharmacies and drug stores,Health & Personal Care,19366.0
6695,8,2013,447.0,Gasoline stations,Fuel & Gasoline,49556.0
6696,8,2013,448.0,Clothing and clothing access. stores,Fashion & Accessories,21597.0
6697,8,2013,4481.0,Clothing stores,Fashion & Accessories,15652.0
6698,8,2013,44811.0,Men's clothing stores,Fashion & Accessories,703.0
6699,8,2013,44812.0,Women's clothing stores,Fashion & Accessories,3465.0
6700,8,2013,44814.0,Family clothing stores,Fashion & Accessories,8366.0
6701,8,2013,44819.0,Other clothing stores,Fashion & Accessories,1318.0
6702,8,2013,4482.0,Shoe stores,Fashion & Accessories,3560.0
6703,8,2013,44831.0,Jewelry stores,Fashion & Accessories,2150.0
6704,8,2013,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,7700.0
6705,8,2013,45111.0,Sporting goods stores,Sports & Recreation,4158.0
6706,8,2013,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1155.0
6707,8,2013,451211.0,Book stores,Sports & Recreation,1561.0
6708,8,2013,452.0,General merchandise stores,General Merchandise,55377.0
6709,8,2013,4521.0,Department stores,General Merchandise,14154.0
6710,8,2013,452111.0,Department stores(excl. discount department stores),General Merchandise,4636.0
6711,8,2013,452112.0,Discount dept. stores,General Merchandise,9518.0
6712,8,2013,4529.0,Other general merchandise stores,General Merchandise,41223.0
6713,8,2013,45291.0,Warehouse clubs and superstores,Food & Beverage,36141.0
6714,8,2013,45299.0,All other gen. merchandise stores,General Merchandise,5082.0
6715,8,2013,453.0,Miscellaneous store retailers,Miscellaneous,9860.0
6716,8,2013,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,3265.0
6717,8,2013,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,1786.0
6718,8,2013,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1479.0
6719,8,2013,45330.0,Used merchandise stores,Miscellaneous,1393.0
6720,8,2013,454.0,Nonstore retailers,Miscellaneous,33850.0
6721,8,2013,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,27921.0
6722,8,2013,45431.0,Fuel dealers,Fuel & Gasoline,1976.0
6723,8,2013,722.0,Food services and drinking places,Restaurants & Bars,46917.0
6724,8,2013,7224.0,Drinking places,Restaurants & Bars,1795.0
6725,8,2013,7225.0,Restaurants and other eating places,Restaurants & Bars,41017.0
6726,8,2013,722511.0,Full service restaurants,Restaurants & Bars,20396.0
6727,8,2013,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,20621.0
6728,9,2013,441.0,Motor vehicle and parts dealers,Automotive,75785.0
6729,9,2013,"4411,4412",Automobile and other motor vehicle dealers,Automotive,68810.0
6730,9,2013,4411.0,Automobile dealers,Automotive,64583.0
6731,9,2013,44111.0,New car dealers,Automotive,58254.0
6732,9,2013,44112,Used car dealers,Automotive,6329.0
6733,9,2013,4413.0,"Automotive parts, acc., and tire stores",Automotive,6975.0
6734,9,2013,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,15745.0
6735,9,2013,442.0,Furniture and home furnishings stores,Home Goods & Electronics,7894.0
6736,9,2013,4421.0,Furniture stores,Home Goods & Electronics,4303.0
6737,9,2013,4422.0,Home furnishings stores,Home Goods & Electronics,3591.0
6738,9,2013,44221.0,Floor covering stores,Home Goods & Electronics,1496.0
6739,9,2013,442299.0,All other home furnishings stores,Home Goods & Electronics,1990.0
6740,9,2013,443.0,Electronics and appliance stores,Home Goods & Electronics,7851.0
6741,9,2013,443141.0,Household appliance stores,Home Goods & Electronics,1409.0
6742,9,2013,443142.0,Electronics stores,Home Goods & Electronics,6442.0
6743,9,2013,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,24182.0
6744,9,2013,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,21386.0
6745,9,2013,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,823.0
6746,9,2013,44413.0,Hardware stores,Home Goods & Building Supplies,1701.0
6747,9,2013,445.0,Food and beverage stores,Food & Beverage,51747.0
6748,9,2013,4451.0,Grocery stores,Food & Beverage,46600.0
6749,9,2013,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,44407.0
6750,9,2013,4453.0,"Beer, wine, and liquor stores",Food & Beverage,3588.0
6751,9,2013,446.0,Health and personal care stores,Health & Personal Care,22703.0
6752,9,2013,44611.0,Pharmacies and drug stores,Health & Personal Care,19010.0
6753,9,2013,447.0,Gasoline stations,Fuel & Gasoline,46065.0
6754,9,2013,448.0,Clothing and clothing access. stores,Fashion & Accessories,18144.0
6755,9,2013,4481.0,Clothing stores,Fashion & Accessories,13479.0
6756,9,2013,44811.0,Men's clothing stores,Fashion & Accessories,699.0
6757,9,2013,44812.0,Women's clothing stores,Fashion & Accessories,3273.0
6758,9,2013,44814.0,Family clothing stores,Fashion & Accessories,7068.0
6759,9,2013,44819.0,Other clothing stores,Fashion & Accessories,1050.0
6760,9,2013,4482.0,Shoe stores,Fashion & Accessories,2449.0
6761,9,2013,44831.0,Jewelry stores,Fashion & Accessories,2002.0
6762,9,2013,451.0,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6327.0
6763,9,2013,45111.0,Sporting goods stores,Sports & Recreation,3229.0
6764,9,2013,45112.0,"Hobby, toy, and game stores",Sports & Recreation,1171.0
6765,9,2013,451211.0,Book stores,Sports & Recreation,1101.0
6766,9,2013,452.0,General merchandise stores,General Merchandise,50054.0
6767,9,2013,4521.0,Department stores,General Merchandise,12513.0
6768,9,2013,452111.0,Department stores(excl. discount department stores),General Merchandise,4393.0
6769,9,2013,452112.0,Discount dept. stores,General Merchandise,8120.0
6770,9,2013,4529.0,Other general merchandise stores,General Merchandise,37541.0
6771,9,2013,45291.0,Warehouse clubs and superstores,Food & Beverage,32700.0
6772,9,2013,45299.0,All other gen. merchandise stores,General Merchandise,4841.0
6773,9,2013,453.0,Miscellaneous store retailers,Miscellaneous,9272.0
6774,9,2013,4532.0,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2733.0
6775,9,2013,45321.0,Office supplies and stationery stores,Office Supplies & Gifts,1419.0
6776,9,2013,45322.0,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1314.0
6777,9,2013,45330.0,Used merchandise stores,Miscellaneous,1223.0
6778,9,2013,454.0,Nonstore retailers,Miscellaneous,32656.0
6779,9,2013,4541.0,Electronic shopping and mail-order houses,Home Goods & Electronics,26932.0
6780,9,2013,45431.0,Fuel dealers,Fuel & Gasoline,2234.0
6781,9,2013,722.0,Food services and drinking places,Restaurants & Bars,43668.0
6782,9,2013,7224.0,Drinking places,Restaurants & Bars,1710.0
6783,9,2013,7225.0,Restaurants and other eating places,Restaurants & Bars,37364.0
6784,9,2013,722511.0,Full service restaurants,Restaurants & Bars,18514.0
6785,9,2013,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,18850.0
6786,10,2013,441.0,Motor vehicle and parts dealers,Automotive,79121.0
6787,10,2013,"4411,4412",Automobile and other motor vehicle dealers,Automotive,71380.0
6788,10,2013,4411.0,Automobile dealers,Automotive,67362.0
6789,10,2013,44111.0,New car dealers,Automotive,60581.0
6790,10,2013,44112,Used car dealers,Automotive,6781.0
6791,10,2013,4413.0,"Automotive parts, acc., and tire stores",Automotive,7741.0
6792,10,2013,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,16138.0
6793,10,2013,442.0,Furniture and home furnishings stores,Home Goods & Electronics,8110.0
6794,10,2013,4421.0,Furniture stores,Home Goods & Electronics,4312.0
6795,10,2013,4422.0,Home furnishings stores,Home Goods & Electronics,3798.0
6796,10,2013,44221.0,Floor covering stores,Home Goods & Electronics,1560.0
6797,10,2013,442299.0,All other home furnishings stores,Home Goods & Electronics,2129.0
6798,10,2013,443.0,Electronics and appliance stores,Home Goods & Electronics,8028.0
6799,10,2013,443141.0,Household appliance stores,Home Goods & Electronics,1449.0
6800,10,2013,443142.0,Electronics stores,Home Goods & Electronics,6579.0
6801,10,2013,444.0,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,25999.0
6802,10,2013,4441.0,Building mat. and supplies dealers,Home Goods & Building Supplies,22836.0
6803,10,2013,44412.0,Paint and wallpaper stores,Home Goods & Building Supplies,835.0
6804,10,2013,44413.0,Hardware stores,Home Goods & Building Supplies,1853.0
6805,10,2013,445.0,Food and beverage stores,Food & Beverage,53744.0
6806,10,2013,4451.0,Grocery stores,Food & Beverage,48395.0
6807,10,2013,44511.0,Supermarkets and other grocery (except convenience) stores,Food & Beverage,46195.0
6808,10,2013,4453.0,"Beer, wine, and liquor stores",Food & Beverage,3741.0
6809,10,2013,446.0,Health and personal care stores,Health & Personal Care,23998.0
6810,10,2013,44611.0,Pharmacies and drug stores,Health & Personal Care,20246.0
