,month,year,naics_Code,kind_of_business,industry,sales
2347,5,2019,4481,Clothing stores,Fashion & Accessories,16840
2348,5,2019,44811,Men's clothing stores,Fashion & Accessories,865
2349,5,2019,44812,Women's clothing stores,Fashion & Accessories,3555
2350,5,2019,44814,Family clothing stores,Fashion & Accessories,9430
2351,5,2019,44819,Other clothing stores,Fashion & Accessories,1395
2352,5,2019,4482,Shoe stores,Fashion & Accessories,3078
2353,5,2019,44831,Jewelry stores,Fashion & Accessories,2896
2354,5,2019,451,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6455
2355,5,2019,45111,Sporting goods stores,Sports & Recreation,3788
2356,5,2019,45112,"Hobby, toy, and game stores",Sports & Recreation,1231
2357,5,2019,451211,Book stores,Sports & Recreation,684
2358,5,2019,452,General merchandise stores,General Merchandise,60900
2359,5,2019,4521,Department stores,General Merchandise,11237
2360,5,2019,452111,Department stores(excl. discount department stores),General Merchandise,3291
2361,5,2019,452112,Discount dept. stores,General Merchandise,7946
2362,5,2019,4529,Other general merchandise stores,General Merchandise,49663
2363,5,2019,45291,Warehouse clubs and superstores,Food & Beverage,42618
2364,5,2019,45299,All other gen. merchandise stores,General Merchandise,7045
2365,5,2019,453,Miscellaneous store retailers,Miscellaneous,12337
2366,5,2019,4532,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2484
2367,5,2019,45321,Office supplies and stationery stores,Office Supplies & Gifts,825
2368,5,2019,45322,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1659
2369,5,2019,45330,Used merchandise stores,Miscellaneous,1409
2370,5,2019,454,Nonstore retailers,Miscellaneous,61961
2371,5,2019,4541,Electronic shopping and mail-order houses,Home Goods & Electronics,54534
2372,5,2019,45431,Fuel dealers,Fuel & Gasoline,2200
2373,5,2019,722,Food services and drinking places,Restaurants & Bars,67732
2374,5,2019,7224,Drinking places,Restaurants & Bars,
2375,5,2019,7225,Restaurants and other eating places,Restaurants & Bars,59375
2376,5,2019,722511,Full service restaurants,Restaurants & Bars,29334
2377,5,2019,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,30041
2378,6,2019,441,Motor vehicle and parts dealers,Automotive,104805
2379,6,2019,"44,114,412",Automobile and other motor vehicle dealers,Automotive,96663
2380,6,2019,4411,Automobile dealers,Automotive,88735
2381,6,2019,44111,New car dealers,Automotive,78334
2382,6,2019,44112,Used car dealers,Automotive,10401
2383,6,2019,4413,"Automotive parts, acc., and tire stores",Automotive,8142
2384,6,2019,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,16811
2385,6,2019,442,Furniture and home furnishings stores,Home Goods & Electronics,9785
2386,6,2019,4421,Furniture stores,Home Goods & Electronics,5343
2387,6,2019,4422,Home furnishings stores,Home Goods & Electronics,4442
2388,6,2019,44221,Floor covering stores,Home Goods & Electronics,
2389,6,2019,442299,All other home furnishings stores,Home Goods & Electronics,2224
2390,6,2019,443,Electronics and appliance stores,Home Goods & Electronics,7026
2391,6,2019,443141,Household appliance stores,Home Goods & Electronics,1434
2392,6,2019,443142,Electronics stores,Home Goods & Electronics,5592
2393,6,2019,444,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,33623
2394,6,2019,4441,Building mat. and supplies dealers,Home Goods & Building Supplies,29363
2395,6,2019,44412,Paint and wallpaper stores,Home Goods & Building Supplies,1158
2396,6,2019,44413,Hardware stores,Home Goods & Building Supplies,2611
2397,6,2019,445,Food and beverage stores,Food & Beverage,64731
2398,6,2019,4451,Grocery stores,Food & Beverage,58025
2399,6,2019,44511,Supermarkets and other grocery (except convenience) stores,Food & Beverage,55157
2400,6,2019,4453,"Beer, wine, and liquor stores",Food & Beverage,4789
2401,6,2019,446,Health and personal care stores,Health & Personal Care,27768
2402,6,2019,44611,Pharmacies and drug stores,Health & Personal Care,22821
2403,6,2019,447,Gasoline stations,Fuel & Gasoline,44983
2404,6,2019,448,Clothing and clothing access. stores,Fashion & Accessories,21175
2405,6,2019,4481,Clothing stores,Fashion & Accessories,15730
2406,6,2019,44811,Men's clothing stores,Fashion & Accessories,754
2407,6,2019,44812,Women's clothing stores,Fashion & Accessories,3045
2408,6,2019,44814,Family clothing stores,Fashion & Accessories,9049
2409,6,2019,44819,Other clothing stores,Fashion & Accessories,1493
2410,6,2019,4482,Shoe stores,Fashion & Accessories,2858
2411,6,2019,44831,Jewelry stores,Fashion & Accessories,2284
2412,6,2019,451,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6602
2413,6,2019,45111,Sporting goods stores,Sports & Recreation,4125
2414,6,2019,45112,"Hobby, toy, and game stores",Sports & Recreation,1164
2415,6,2019,451211,Book stores,Sports & Recreation,603
2416,6,2019,452,General merchandise stores,General Merchandise,58882
2417,6,2019,4521,Department stores,General Merchandise,10568
2418,6,2019,452111,Department stores(excl. discount department stores),General Merchandise,3017
2419,6,2019,452112,Discount dept. stores,General Merchandise,7551
2420,6,2019,4529,Other general merchandise stores,General Merchandise,48314
2421,6,2019,45291,Warehouse clubs and superstores,Food & Beverage,41660
2422,6,2019,45299,All other gen. merchandise stores,General Merchandise,6654
2423,6,2019,453,Miscellaneous store retailers,Miscellaneous,11140
2424,6,2019,4532,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2350
2425,6,2019,45321,Office supplies and stationery stores,Office Supplies & Gifts,749
2426,6,2019,45322,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1601
2427,6,2019,45330,Used merchandise stores,Miscellaneous,1382
2428,6,2019,454,Nonstore retailers,Miscellaneous,57704
2429,6,2019,4541,Electronic shopping and mail-order houses,Home Goods & Electronics,50993
2430,6,2019,45431,Fuel dealers,Fuel & Gasoline,1787
2431,6,2019,722,Food services and drinking places,Restaurants & Bars,66255
2432,6,2019,7224,Drinking places,Restaurants & Bars,
2433,6,2019,7225,Restaurants and other eating places,Restaurants & Bars,58610
2434,6,2019,722511,Full service restaurants,Restaurants & Bars,28875
2435,6,2019,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,29735
2436,7,2019,441,Motor vehicle and parts dealers,Automotive,109250
2437,7,2019,"44,114,412",Automobile and other motor vehicle dealers,Automotive,100781
2438,7,2019,4411,Automobile dealers,Automotive,93174
2439,7,2019,44111,New car dealers,Automotive,82621
2440,7,2019,44112,Used car dealers,Automotive,10553
2441,7,2019,4413,"Automotive parts, acc., and tire stores",Automotive,8469
2442,7,2019,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,17423
2443,7,2019,442,Furniture and home furnishings stores,Home Goods & Electronics,10210
2444,7,2019,4421,Furniture stores,Home Goods & Electronics,5500
2445,7,2019,4422,Home furnishings stores,Home Goods & Electronics,4710
2446,7,2019,44221,Floor covering stores,Home Goods & Electronics,
2447,7,2019,442299,All other home furnishings stores,Home Goods & Electronics,2479
2448,7,2019,443,Electronics and appliance stores,Home Goods & Electronics,7213
2449,7,2019,443141,Household appliance stores,Home Goods & Electronics,1561
2450,7,2019,443142,Electronics stores,Home Goods & Electronics,5652
2451,7,2019,444,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,33773
2452,7,2019,4441,Building mat. and supplies dealers,Home Goods & Building Supplies,30018
2453,7,2019,44412,Paint and wallpaper stores,Home Goods & Building Supplies,1235
2454,7,2019,44413,Hardware stores,Home Goods & Building Supplies,2559
2455,7,2019,445,Food and beverage stores,Food & Beverage,66640
2456,7,2019,4451,Grocery stores,Food & Beverage,59654
2457,7,2019,44511,Supermarkets and other grocery (except convenience) stores,Food & Beverage,56699
2458,7,2019,4453,"Beer, wine, and liquor stores",Food & Beverage,5013
2459,7,2019,446,Health and personal care stores,Health & Personal Care,28292
2460,7,2019,44611,Pharmacies and drug stores,Health & Personal Care,23570
2461,7,2019,447,Gasoline stations,Fuel & Gasoline,46492
2462,7,2019,448,Clothing and clothing access. stores,Fashion & Accessories,21800
2463,7,2019,4481,Clothing stores,Fashion & Accessories,15967
2464,7,2019,44811,Men's clothing stores,Fashion & Accessories,685
2465,7,2019,44812,Women's clothing stores,Fashion & Accessories,3029
2466,7,2019,44814,Family clothing stores,Fashion & Accessories,9280
2467,7,2019,44819,Other clothing stores,Fashion & Accessories,1465
2468,7,2019,4482,Shoe stores,Fashion & Accessories,3165
2469,7,2019,44831,Jewelry stores,Fashion & Accessories,2394
2470,7,2019,451,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6566
2471,7,2019,45111,Sporting goods stores,Sports & Recreation,4095
2472,7,2019,45112,"Hobby, toy, and game stores",Sports & Recreation,1172
2473,7,2019,451211,Book stores,Sports & Recreation,580
2474,7,2019,452,General merchandise stores,General Merchandise,58919
2475,7,2019,4521,Department stores,General Merchandise,10772
2476,7,2019,452111,Department stores(excl. discount department stores),General Merchandise,2942
2477,7,2019,452112,Discount dept. stores,General Merchandise,7830
2478,7,2019,4529,Other general merchandise stores,General Merchandise,48147
2479,7,2019,45291,Warehouse clubs and superstores,Food & Beverage,41590
2480,7,2019,45299,All other gen. merchandise stores,General Merchandise,6557
2481,7,2019,453,Miscellaneous store retailers,Miscellaneous,11172
2482,7,2019,4532,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2587
2483,7,2019,45321,Office supplies and stationery stores,Office Supplies & Gifts,889
2484,7,2019,45322,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1698
2485,7,2019,45330,Used merchandise stores,Miscellaneous,1427
2486,7,2019,454,Nonstore retailers,Miscellaneous,61315
2487,7,2019,4541,Electronic shopping and mail-order houses,Home Goods & Electronics,54429
2488,7,2019,45431,Fuel dealers,Fuel & Gasoline,1857
2489,7,2019,722,Food services and drinking places,Restaurants & Bars,66368
2490,7,2019,7224,Drinking places,Restaurants & Bars,
2491,7,2019,7225,Restaurants and other eating places,Restaurants & Bars,59081
2492,7,2019,722511,Full service restaurants,Restaurants & Bars,28901
2493,7,2019,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,30180
2494,8,2019,441,Motor vehicle and parts dealers,Automotive,114426
2495,8,2019,"44,114,412",Automobile and other motor vehicle dealers,Automotive,105737
2496,8,2019,4411,Automobile dealers,Automotive,98663
2497,8,2019,44111,New car dealers,Automotive,88042
2498,8,2019,44112,Used car dealers,Automotive,10621
2499,8,2019,4413,"Automotive parts, acc., and tire stores",Automotive,8689
2500,8,2019,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,18187
2501,8,2019,442,Furniture and home furnishings stores,Home Goods & Electronics,10631
2502,8,2019,4421,Furniture stores,Home Goods & Electronics,5705
2503,8,2019,4422,Home furnishings stores,Home Goods & Electronics,4926
2504,8,2019,44221,Floor covering stores,Home Goods & Electronics,
2505,8,2019,442299,All other home furnishings stores,Home Goods & Electronics,2601
2506,8,2019,443,Electronics and appliance stores,Home Goods & Electronics,7556
2507,8,2019,443141,Household appliance stores,Home Goods & Electronics,1501
2508,8,2019,443142,Electronics stores,Home Goods & Electronics,6055
2509,8,2019,444,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,32436
2510,8,2019,4441,Building mat. and supplies dealers,Home Goods & Building Supplies,28969
2511,8,2019,44412,Paint and wallpaper stores,Home Goods & Building Supplies,1249
2512,8,2019,44413,Hardware stores,Home Goods & Building Supplies,2567
2513,8,2019,445,Food and beverage stores,Food & Beverage,67062
2514,8,2019,4451,Grocery stores,Food & Beverage,60065
2515,8,2019,44511,Supermarkets and other grocery (except convenience) stores,Food & Beverage,57102
2516,8,2019,4453,"Beer, wine, and liquor stores",Food & Beverage,5036
2517,8,2019,446,Health and personal care stores,Health & Personal Care,28694
2518,8,2019,44611,Pharmacies and drug stores,Health & Personal Care,23688
2519,8,2019,447,Gasoline stations,Fuel & Gasoline,46068
2520,8,2019,448,Clothing and clothing access. stores,Fashion & Accessories,23906
2521,8,2019,4481,Clothing stores,Fashion & Accessories,17026
2522,8,2019,44811,Men's clothing stores,Fashion & Accessories,731
2523,8,2019,44812,Women's clothing stores,Fashion & Accessories,3106
2524,8,2019,44814,Family clothing stores,Fashion & Accessories,10060
2525,8,2019,44819,Other clothing stores,Fashion & Accessories,1486
2526,8,2019,4482,Shoe stores,Fashion & Accessories,4083
2527,8,2019,44831,Jewelry stores,Fashion & Accessories,2505
2528,8,2019,451,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,7522
2529,8,2019,45111,Sporting goods stores,Sports & Recreation,4327
2530,8,2019,45112,"Hobby, toy, and game stores",Sports & Recreation,1261
2531,8,2019,451211,Book stores,Sports & Recreation,1103
2532,8,2019,452,General merchandise stores,General Merchandise,61882
2533,8,2019,4521,Department stores,General Merchandise,11726
2534,8,2019,452111,Department stores(excl. discount department stores),General Merchandise,3054
2535,8,2019,452112,Discount dept. stores,General Merchandise,8672
2536,8,2019,4529,Other general merchandise stores,General Merchandise,50156
2537,8,2019,45291,Warehouse clubs and superstores,Food & Beverage,43506
2538,8,2019,45299,All other gen. merchandise stores,General Merchandise,6650
2539,8,2019,453,Miscellaneous store retailers,Miscellaneous,11603
2540,8,2019,4532,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2774
2541,8,2019,45321,Office supplies and stationery stores,Office Supplies & Gifts,1255
2542,8,2019,45322,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1519
2543,8,2019,45330,Used merchandise stores,Miscellaneous,1605
2544,8,2019,454,Nonstore retailers,Miscellaneous,61105
2545,8,2019,4541,Electronic shopping and mail-order houses,Home Goods & Electronics,54036
2546,8,2019,45431,Fuel dealers,Fuel & Gasoline,1951
2547,8,2019,722,Food services and drinking places,Restaurants & Bars,68385
2548,8,2019,7224,Drinking places,Restaurants & Bars,
2549,8,2019,7225,Restaurants and other eating places,Restaurants & Bars,59876
2550,8,2019,722511,Full service restaurants,Restaurants & Bars,29542
2551,8,2019,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,30334
2552,9,2019,441,Motor vehicle and parts dealers,Automotive,99156
2553,9,2019,"44,114,412",Automobile and other motor vehicle dealers,Automotive,91316
2554,9,2019,4411,Automobile dealers,Automotive,85630
2555,9,2019,44111,New car dealers,Automotive,75963
2556,9,2019,44112,Used car dealers,Automotive,9667
2557,9,2019,4413,"Automotive parts, acc., and tire stores",Automotive,7840
2558,9,2019,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,17261
2559,9,2019,442,Furniture and home furnishings stores,Home Goods & Electronics,10109
2560,9,2019,4421,Furniture stores,Home Goods & Electronics,5621
2561,9,2019,4422,Home furnishings stores,Home Goods & Electronics,4488
2562,9,2019,44221,Floor covering stores,Home Goods & Electronics,
2563,9,2019,442299,All other home furnishings stores,Home Goods & Electronics,2319
2564,9,2019,443,Electronics and appliance stores,Home Goods & Electronics,7152
2565,9,2019,443141,Household appliance stores,Home Goods & Electronics,1385
2566,9,2019,443142,Electronics stores,Home Goods & Electronics,5767
2567,9,2019,444,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,30004
2568,9,2019,4441,Building mat. and supplies dealers,Home Goods & Building Supplies,26686
2569,9,2019,44412,Paint and wallpaper stores,Home Goods & Building Supplies,1147
2570,9,2019,44413,Hardware stores,Home Goods & Building Supplies,2365
2571,9,2019,445,Food and beverage stores,Food & Beverage,62427
2572,9,2019,4451,Grocery stores,Food & Beverage,56088
2573,9,2019,44511,Supermarkets and other grocery (except convenience) stores,Food & Beverage,53296
2574,9,2019,4453,"Beer, wine, and liquor stores",Food & Beverage,4467
2575,9,2019,446,Health and personal care stores,Health & Personal Care,27399
2576,9,2019,44611,Pharmacies and drug stores,Health & Personal Care,22552
2577,9,2019,447,Gasoline stations,Fuel & Gasoline,42845
2578,9,2019,448,Clothing and clothing access. stores,Fashion & Accessories,19606
2579,9,2019,4481,Clothing stores,Fashion & Accessories,14368
2580,9,2019,44811,Men's clothing stores,Fashion & Accessories,744
2581,9,2019,44812,Women's clothing stores,Fashion & Accessories,2870
2582,9,2019,44814,Family clothing stores,Fashion & Accessories,8194
2583,9,2019,44819,Other clothing stores,Fashion & Accessories,1227
2584,9,2019,4482,Shoe stores,Fashion & Accessories,2661
2585,9,2019,44831,Jewelry stores,Fashion & Accessories,2311
2586,9,2019,451,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6243
2587,9,2019,45111,Sporting goods stores,Sports & Recreation,3368
2588,9,2019,45112,"Hobby, toy, and game stores",Sports & Recreation,1245
2589,9,2019,451211,Book stores,Sports & Recreation,852
2590,9,2019,452,General merchandise stores,General Merchandise,54615
2591,9,2019,4521,Department stores,General Merchandise,9685
2592,9,2019,452111,Department stores(excl. discount department stores),General Merchandise,2857
2593,9,2019,452112,Discount dept. stores,General Merchandise,6828
2594,9,2019,4529,Other general merchandise stores,General Merchandise,44930
2595,9,2019,45291,Warehouse clubs and superstores,Food & Beverage,38692
2596,9,2019,45299,All other gen. merchandise stores,General Merchandise,6238
2597,9,2019,453,Miscellaneous store retailers,Miscellaneous,10616
2598,9,2019,4532,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2324
2599,9,2019,45321,Office supplies and stationery stores,Office Supplies & Gifts,893
2600,9,2019,45322,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1431
2601,9,2019,45330,Used merchandise stores,Miscellaneous,1540
2602,9,2019,454,Nonstore retailers,Miscellaneous,58162
2603,9,2019,4541,Electronic shopping and mail-order houses,Home Goods & Electronics,51205
2604,9,2019,45431,Fuel dealers,Fuel & Gasoline,2035
2605,9,2019,722,Food services and drinking places,Restaurants & Bars,63670
2606,9,2019,7224,Drinking places,Restaurants & Bars,
2607,9,2019,7225,Restaurants and other eating places,Restaurants & Bars,54574
2608,9,2019,722511,Full service restaurants,Restaurants & Bars,26749
2609,9,2019,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,27825
2610,10,2019,441,Motor vehicle and parts dealers,Automotive,103096
2611,10,2019,"44,114,412",Automobile and other motor vehicle dealers,Automotive,94482
2612,10,2019,4411,Automobile dealers,Automotive,89087
2613,10,2019,44111,New car dealers,Automotive,79167
2614,10,2019,44112,Used car dealers,Automotive,9920
2615,10,2019,4413,"Automotive parts, acc., and tire stores",Automotive,8614
2616,10,2019,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,17364
2617,10,2019,442,Furniture and home furnishings stores,Home Goods & Electronics,10248
2618,10,2019,4421,Furniture stores,Home Goods & Electronics,5417
2619,10,2019,4422,Home furnishings stores,Home Goods & Electronics,4831
2620,10,2019,44221,Floor covering stores,Home Goods & Electronics,
2621,10,2019,442299,All other home furnishings stores,Home Goods & Electronics,2516
2622,10,2019,443,Electronics and appliance stores,Home Goods & Electronics,7116
2623,10,2019,443141,Household appliance stores,Home Goods & Electronics,1435
2624,10,2019,443142,Electronics stores,Home Goods & Electronics,5681
2625,10,2019,444,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,32660
2626,10,2019,4441,Building mat. and supplies dealers,Home Goods & Building Supplies,28705
2627,10,2019,44412,Paint and wallpaper stores,Home Goods & Building Supplies,1165
2628,10,2019,44413,Hardware stores,Home Goods & Building Supplies,2612
2629,10,2019,445,Food and beverage stores,Food & Beverage,64803
2630,10,2019,4451,Grocery stores,Food & Beverage,58132
2631,10,2019,44511,Supermarkets and other grocery (except convenience) stores,Food & Beverage,55313
2632,10,2019,4453,"Beer, wine, and liquor stores",Food & Beverage,4688
2633,10,2019,446,Health and personal care stores,Health & Personal Care,29673
2634,10,2019,44611,Pharmacies and drug stores,Health & Personal Care,24881
2635,10,2019,447,Gasoline stations,Fuel & Gasoline,44422
2636,10,2019,448,Clothing and clothing access. stores,Fashion & Accessories,21471
2637,10,2019,4481,Clothing stores,Fashion & Accessories,16100
2638,10,2019,44811,Men's clothing stores,Fashion & Accessories,799
2639,10,2019,44812,Women's clothing stores,Fashion & Accessories,3221
2640,10,2019,44814,Family clothing stores,Fashion & Accessories,9335
2641,10,2019,44819,Other clothing stores,Fashion & Accessories,1284
2642,10,2019,4482,Shoe stores,Fashion & Accessories,2792
2643,10,2019,44831,Jewelry stores,Fashion & Accessories,2327
2644,10,2019,451,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,6344
2645,10,2019,45111,Sporting goods stores,Sports & Recreation,3487
2646,10,2019,45112,"Hobby, toy, and game stores",Sports & Recreation,1396
2647,10,2019,451211,Book stores,Sports & Recreation,633
2648,10,2019,452,General merchandise stores,General Merchandise,58628
2649,10,2019,4521,Department stores,General Merchandise,10381
2650,10,2019,452111,Department stores(excl. discount department stores),General Merchandise,2918
2651,10,2019,452112,Discount dept. stores,General Merchandise,7463
2652,10,2019,4529,Other general merchandise stores,General Merchandise,48247
2653,10,2019,45291,Warehouse clubs and superstores,Food & Beverage,41447
2654,10,2019,45299,All other gen. merchandise stores,General Merchandise,6800
2655,10,2019,453,Miscellaneous store retailers,Miscellaneous,11806
2656,10,2019,4532,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2851
2657,10,2019,45321,Office supplies and stationery stores,Office Supplies & Gifts,833
2658,10,2019,45322,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,2018
2659,10,2019,45330,Used merchandise stores,Miscellaneous,1828
2660,10,2019,454,Nonstore retailers,Miscellaneous,64768
2661,10,2019,4541,Electronic shopping and mail-order houses,Home Goods & Electronics,56772
2662,10,2019,45431,Fuel dealers,Fuel & Gasoline,2657
2663,10,2019,722,Food services and drinking places,Restaurants & Bars,66200
2664,10,2019,7224,Drinking places,Restaurants & Bars,
2665,10,2019,7225,Restaurants and other eating places,Restaurants & Bars,56546
2666,10,2019,722511,Full service restaurants,Restaurants & Bars,27763
2667,10,2019,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,28783
2668,11,2019,441,Motor vehicle and parts dealers,Automotive,100229
2669,11,2019,"44,114,412",Automobile and other motor vehicle dealers,Automotive,92317
2670,11,2019,4411,Automobile dealers,Automotive,87520
2671,11,2019,44111,New car dealers,Automotive,78006
2672,11,2019,44112,Used car dealers,Automotive,9514
2673,11,2019,4413,"Automotive parts, acc., and tire stores",Automotive,7912
2674,11,2019,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,20270
2675,11,2019,442,Furniture and home furnishings stores,Home Goods & Electronics,11009
2676,11,2019,4421,Furniture stores,Home Goods & Electronics,5770
2677,11,2019,4422,Home furnishings stores,Home Goods & Electronics,5239
2678,11,2019,44221,Floor covering stores,Home Goods & Electronics,
2679,11,2019,442299,All other home furnishings stores,Home Goods & Electronics,3097
2680,11,2019,443,Electronics and appliance stores,Home Goods & Electronics,9261
2681,11,2019,443141,Household appliance stores,Home Goods & Electronics,1524
2682,11,2019,443142,Electronics stores,Home Goods & Electronics,7737
2683,11,2019,444,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,29755
2684,11,2019,4441,Building mat. and supplies dealers,Home Goods & Building Supplies,26196
2685,11,2019,44412,Paint and wallpaper stores,Home Goods & Building Supplies,950
2686,11,2019,44413,Hardware stores,Home Goods & Building Supplies,2409
2687,11,2019,445,Food and beverage stores,Food & Beverage,66212
2688,11,2019,4451,Grocery stores,Food & Beverage,59091
2689,11,2019,44511,Supermarkets and other grocery (except convenience) stores,Food & Beverage,56422
2690,11,2019,4453,"Beer, wine, and liquor stores",Food & Beverage,5066
2691,11,2019,446,Health and personal care stores,Health & Personal Care,27976
2692,11,2019,44611,Pharmacies and drug stores,Health & Personal Care,22814
2693,11,2019,447,Gasoline stations,Fuel & Gasoline,41473
2694,11,2019,448,Clothing and clothing access. stores,Fashion & Accessories,25246
2695,11,2019,4481,Clothing stores,Fashion & Accessories,19032
2696,11,2019,44811,Men's clothing stores,Fashion & Accessories,857
2697,11,2019,44812,Women's clothing stores,Fashion & Accessories,3677
2698,11,2019,44814,Family clothing stores,Fashion & Accessories,11204
2699,11,2019,44819,Other clothing stores,Fashion & Accessories,1567
2700,11,2019,4482,Shoe stores,Fashion & Accessories,3119
2701,11,2019,44831,Jewelry stores,Fashion & Accessories,2772
2702,11,2019,451,"Sporting goods, hobby, musical instrument, and book stores",Sports & Recreation,7283
2703,11,2019,45111,Sporting goods stores,Sports & Recreation,3784
2704,11,2019,45112,"Hobby, toy, and game stores",Sports & Recreation,2047
2705,11,2019,451211,Book stores,Sports & Recreation,623
2706,11,2019,452,General merchandise stores,General Merchandise,66609
2707,11,2019,4521,Department stores,General Merchandise,13312
2708,11,2019,452111,Department stores(excl. discount department stores),General Merchandise,4129
2709,11,2019,452112,Discount dept. stores,General Merchandise,9183
2710,11,2019,4529,Other general merchandise stores,General Merchandise,53297
2711,11,2019,45291,Warehouse clubs and superstores,Food & Beverage,46063
2712,11,2019,45299,All other gen. merchandise stores,General Merchandise,7234
2713,11,2019,453,Miscellaneous store retailers,Miscellaneous,11418
2714,11,2019,4532,"Office supplies, stationery, and gift stores",Office Supplies & Gifts,2282
2715,11,2019,45321,Office supplies and stationery stores,Office Supplies & Gifts,773
2716,11,2019,45322,"Gift, novelty, and souvenir stores",Office Supplies & Gifts,1509
2717,11,2019,45330,Used merchandise stores,Miscellaneous,1630
2718,11,2019,454,Nonstore retailers,Miscellaneous,70840
2719,11,2019,4541,Electronic shopping and mail-order houses,Home Goods & Electronics,62651
2720,11,2019,45431,Fuel dealers,Fuel & Gasoline,3354
2721,11,2019,722,Food services and drinking places,Restaurants & Bars,63932
2722,11,2019,7224,Drinking places,Restaurants & Bars,
2723,11,2019,7225,Restaurants and other eating places,Restaurants & Bars,55058
2724,11,2019,722511,Full service restaurants,Restaurants & Bars,27526
2725,11,2019,"722513, 722514, 722515",Limited service eating places,Restaurants & Bars,27532
2726,12,2019,441,Motor vehicle and parts dealers,Automotive,102285
2727,12,2019,"44,114,412",Automobile and other motor vehicle dealers,Automotive,94835
2728,12,2019,4411,Automobile dealers,Automotive,90411
2729,12,2019,44111,New car dealers,Automotive,81741
2730,12,2019,44112,Used car dealers,Automotive,8670
2731,12,2019,4413,"Automotive parts, acc., and tire stores",Automotive,7450
2732,12,2019,"442,443","Furniture, home furn, electronics, and appliance stores",Home Goods & Electronics,22040
2733,12,2019,442,Furniture and home furnishings stores,Home Goods & Electronics,11148
2734,12,2019,4421,Furniture stores,Home Goods & Electronics,5401
2735,12,2019,4422,Home furnishings stores,Home Goods & Electronics,5747
2736,12,2019,44221,Floor covering stores,Home Goods & Electronics,
2737,12,2019,442299,All other home furnishings stores,Home Goods & Electronics,3764
2738,12,2019,443,Electronics and appliance stores,Home Goods & Electronics,10892
2739,12,2019,443141,Household appliance stores,Home Goods & Electronics,1441
2740,12,2019,443142,Electronics stores,Home Goods & Electronics,9451
2741,12,2019,444,Building mat. and garden equip. and supplies dealers,Home Goods & Building Supplies,28549
2742,12,2019,4441,Building mat. and supplies dealers,Home Goods & Building Supplies,24936
2743,12,2019,44412,Paint and wallpaper stores,Home Goods & Building Supplies,846
2744,12,2019,44413,Hardware stores,Home Goods & Building Supplies,2427
2745,12,2019,445,Food and beverage stores,Food & Beverage,69715
2746,12,2019,4451,Grocery stores,Food & Beverage,60682
2747,12,2019,44511,Supermarkets and other grocery (except convenience) stores,Food & Beverage,58023
2748,12,2019,4453,"Beer, wine, and liquor stores",Food & Beverage,6332
2749,12,2019,446,Health and personal care stores,Health & Personal Care,31659
2750,12,2019,44611,Pharmacies and drug stores,Health & Personal Care,25184
2751,12,2019,447,Gasoline stations,Fuel & Gasoline,40991
2752,12,2019,448,Clothing and clothing access. stores,Fashion & Accessories,35196
2753,12,2019,4481,Clothing stores,Fashion & Accessories,24384
2754,12,2019,44811,Men's clothing stores,Fashion & Accessories,1035
2755,12,2019,44812,Women's clothing stores,Fashion & Accessories,4288
2756,12,2019,44814,Family clothing stores,Fashion & Accessories,14381
2757,12,2019,44819,Other clothing stores,Fashion & Accessories,2268
